Units Processed,Time (s)
9003,9.200011845678091e-06
9004,8.499977411702275e-06
9005,1.650000922381878e-05
9006,1.6600009985268116e-05
9007,1.3999990187585354e-05
9008,9.100011084228754e-06
9009,1.4999997802078724e-05
9010,1.4800025383010507e-05
9011,4.5000051613897085e-06
9012,1.200009137392044e-06
9013,2.6999914553016424e-06
9014,7.00005330145359e-07
9015,3.0999945010989904e-06
9016,5.00003807246685e-07
9017,4.8000074457377195e-06
9018,4.999747034162283e-07
9019,9.099981980398297e-06
9020,9.199982741847634e-06
9021,8.899980457499623e-06
9022,8.400005754083395e-06
9023,8.300004992634058e-06
9024,1.4999823179095984e-06
9025,5.00003807246685e-07
9026,8.90000956133008e-06
9027,9.100011084228754e-06
9028,1.100008375942707e-06
9029,6.00004568696022e-07
9030,8.500006515532732e-06
9031,8.700008038431406e-06
9032,9.200011845678091e-06
9033,8.90000956133008e-06
9034,8.200004231184721e-06
9035,8.600007276982069e-06
9036,9.100011084228754e-06
9037,8.800008799880743e-06
9038,8.600007276982069e-06
9039,8.69997893460095e-06
9040,8.700008038431406e-06
9041,8.899980457499623e-06
9042,8.99998121894896e-06
9043,8.90000956133008e-06
9044,2.200016751885414e-06
9045,9.199982741847634e-06
9046,8.799979696050286e-06
9047,8.100003469735384e-06
9048,8.700008038431406e-06
9049,8.800008799880743e-06
9050,8.400005754083395e-06
9051,5.00003807246685e-07
9052,7.800001185387373e-06
9053,8.600007276982069e-06
9054,8.400005754083395e-06
9055,8.200004231184721e-06
9056,8.69997893460095e-06
9057,3.7999998312443495e-06
9058,7.00005330145359e-07
9059,2.8999929782003164e-06
9060,4.00003045797348e-07
9061,5.80001506023109e-06
9062,2.1999876480549574e-06
9063,4.0000013541430235e-06
9064,4.00003045797348e-07
9065,6.499991286545992e-06
9066,4.00003045797348e-07
9067,1.6200006939470768e-05
9068,1.00000761449337e-06
9069,9.399984264746308e-06
9070,1.0199990356341004e-05
9071,9.200011845678091e-06
9072,8.90000956133008e-06
9073,6.499991286545992e-06
9074,6.00004568696022e-07
9075,8.500006515532732e-06
9076,2.5999906938523054e-06
9077,5.00003807246685e-07
9078,9.700015652924776e-06
9079,9.700015652924776e-06
9080,1.6299978597089648e-05
9081,6.400019628927112e-06
9082,8.00006091594696e-07
9083,8.90000956133008e-06
9084,9.000010322779417e-06
9085,8.399976650252938e-06
9086,5.00003807246685e-07
9087,9.100011084228754e-06
9088,8.200004231184721e-06
9089,9.100011084228754e-06
9090,4.3000036384910345e-06
9091,7.00005330145359e-07
9092,1.4499993994832039e-05
9093,1.550000160932541e-05
9094,1.6200006939470768e-05
9095,9.600014891475439e-06
9096,8.700008038431406e-06
9097,9.200011845678091e-06
9098,8.600007276982069e-06
9099,8.800008799880743e-06
9100,9.100011084228754e-06
9101,9.100011084228754e-06
9102,3.4999975468963385e-06
9103,4.999747034162283e-07
9104,8.899980457499623e-06
9105,9.099981980398297e-06
9106,8.799979696050286e-06
9107,8.99998121894896e-06
9108,8.499977411702275e-06
9109,9.099981980398297e-06
9110,4.8999791033566e-06
9111,4.00003045797348e-07
9112,8.800008799880743e-06
9113,8.99998121894896e-06
9114,9.199982741847634e-06
9115,8.899980457499623e-06
9116,8.99998121894896e-06
9117,7.800001185387373e-06
9118,8.800008799880743e-06
9119,8.800008799880743e-06
9120,8.700008038431406e-06
9121,6.099988240748644e-06
9122,4.00003045797348e-07
9123,4.00003045797348e-07
9124,5.00003807246685e-07
9125,5.00003807246685e-07
9126,2.200016751885414e-06
9127,8.00006091594696e-07
9128,2.7999922167509794e-06
9129,1.4999823179095984e-06
9130,6.00004568696022e-07
9131,5.00003807246685e-07
9132,4.00003045797348e-07
9133,4.999747034162283e-07
9134,7.00005330145359e-07
9135,1.9000144675374031e-06
9136,4.00003045797348e-07
9137,4.999747034162283e-07
9138,2.0999868866056204e-06
9139,4.00003045797348e-07
9140,8.700008038431406e-06
9141,8.90000956133008e-06
9142,9.000010322779417e-06
9143,8.200004231184721e-06
9144,8.299975888803601e-06
9145,8.100003469735384e-06
9146,8.300004992634058e-06
9147,7.90000194683671e-06
9148,8.000002708286047e-06
9149,8.400005754083395e-06
9150,8.600007276982069e-06
9151,9.000010322779417e-06
9152,8.600007276982069e-06
9153,8.599978173151612e-06
9154,8.700008038431406e-06
9155,8.399976650252938e-06
9156,6.799993570894003e-06
9157,2.400018274784088e-06
9158,9.199982741847634e-06
9159,1.1299998732283711e-05
9160,9.100011084228754e-06
9161,8.700008038431406e-06
9162,1.3699987903237343e-05
9163,8.200004231184721e-06
9164,7.800001185387373e-06
9165,8.700008038431406e-06
9166,8.800008799880743e-06
9167,8.69997893460095e-06
9168,8.700008038431406e-06
9169,6.000016583129764e-06
9170,5.00003807246685e-07
9171,8.799979696050286e-06
9172,8.799979696050286e-06
9173,8.600007276982069e-06
9174,8.500006515532732e-06
9175,8.500006515532732e-06
9176,1.6000005416572094e-05
9177,1.0300020221620798e-05
9178,8.90000956133008e-06
9179,7.599999662488699e-06
9180,8.99998121894896e-06
9181,1.4999997802078724e-05
9182,8.90000956133008e-06
9183,8.600007276982069e-06
9184,1.0599993402138352e-05
9185,8.500006515532732e-06
9186,1.650000922381878e-05
9187,1.8999999156221747e-05
9188,9.099981980398297e-06
9189,8.90000956133008e-06
9190,8.100003469735384e-06
9191,6.100017344579101e-06
9192,6.00004568696022e-07
9193,1.7699989257380366e-05
9194,1.5700003132224083e-05
9195,1.379998866468668e-05
9196,9.299983503296971e-06
9197,1.4300021575763822e-05
9198,1.4399993233382702e-05
9199,1.0399991879239678e-05
9200,8.00006091594696e-07
9201,1.5199999324977398e-05
9202,1.5099998563528061e-05
9203,1.4999997802078724e-05
9204,1.4599994756281376e-05
9205,1.4600023860111833e-05
9206,1.4399993233382702e-05
9207,1.4499993994832039e-05
9208,1.4599994756281376e-05
9209,1.479999627918005e-05
9210,1.5300000086426735e-05
9211,1.1099997209385037e-05
9212,8.00006091594696e-07
9213,1.3600016245618463e-05
9214,1.4999997802078724e-05
9215,1.479999627918005e-05
9216,1.4299992471933365e-05
9217,1.470002462156117e-05
9218,1.3999990187585354e-05
9219,1.4100020052865148e-05
9220,1.3299984857439995e-05
9221,1.4100020052865148e-05
9222,2.060001133941114e-05
9223,7.099995855242014e-06
9224,8.00006091594696e-07
9225,1.4599994756281376e-05
9226,1.4200020814314485e-05
9227,1.479999627918005e-05
9228,1.4999997802078724e-05
9229,1.5300000086426735e-05
9230,1.4899997040629387e-05
9231,1.5099998563528061e-05
9232,1.5300000086426735e-05
9233,2.4300010409206152e-05
9234,1.689998316578567e-05
9235,1.5300000086426735e-05
9236,1.5300000086426735e-05
9237,1.4499993994832039e-05
9238,1.5099998563528061e-05
9239,1.4899997040629387e-05
9240,5.5000127758830786e-06
9241,9.00006853044033e-07
9242,1.550000160932541e-05
9243,1.550000160932541e-05
9244,1.550000160932541e-05
9245,6.80002267472446e-06
9246,7.999769877642393e-07
9247,1.5600002370774746e-05
9248,1.5700003132224083e-05
9249,8.799979696050286e-06
9250,7.90000194683671e-06
9251,5.00003807246685e-07
9252,8.600007276982069e-06
9253,8.899980457499623e-06
9254,8.000002708286047e-06
9255,8.500006515532732e-06
9256,8.700008038431406e-06
9257,7.700000423938036e-06
9258,8.700008038431406e-06
9259,6.89999433234334e-06
9260,4.999747034162283e-07
9261,8.799979696050286e-06
9262,7.800001185387373e-06
9263,7.399998139590025e-06
9264,7.099995855242014e-06
9265,8.200004231184721e-06
9266,8.600007276982069e-06
9267,3.100023604929447e-06
9268,4.00003045797348e-07
9269,8.600007276982069e-06
9270,8.300004992634058e-06
9271,1.4299992471933365e-05
9272,1.4099990949034691e-05
9273,1.6300007700920105e-05
9274,1.2900010915473104e-05
9275,8.899980457499623e-06
9276,8.100003469735384e-06
9277,1.580000389367342e-05
9278,1.5400000847876072e-05
9279,9.100011084228754e-06
9280,1.3199984095990658e-05
9281,1.300001167692244e-05
9282,9.999785106629133e-07
9283,1.1199997970834374e-05
9284,1.479999627918005e-05
9285,1.5600002370774746e-05
9286,2.6999914553016424e-06
9287,1.800013706088066e-06
9288,8.400005754083395e-06
9289,8.899980457499623e-06
9290,1.5099998563528061e-05
9291,8.400005754083395e-06
9292,1.100008375942707e-06
9293,1.4800025383010507e-05
9294,1.5900004655122757e-05
9295,1.4099990949034691e-05
9296,2.800021320581436e-06
9297,1.100008375942707e-06
9298,7.90000194683671e-06
9299,8.800008799880743e-06
9300,8.200004231184721e-06
9301,9.099981980398297e-06
9302,9.000010322779417e-06
9303,8.800008799880743e-06
9304,6.200018106028438e-06
9305,7.00005330145359e-07
9306,8.100003469735384e-06
9307,8.700008038431406e-06
9308,8.800008799880743e-06
9309,8.800008799880743e-06
9310,8.399976650252938e-06
9311,9.000010322779417e-06
9312,8.500006515532732e-06
9313,1.0300020221620798e-05
9314,2.2999884095042944e-06
9315,2.0999868866056204e-06
9316,9.300012607127428e-06
9317,9.00006853044033e-07
9318,8.00006091594696e-07
9319,7.00005330145359e-07
9320,7.999769877642393e-07
9321,3.7999998312443495e-06
9322,7.00005330145359e-07
9323,8.600007276982069e-06
9324,1.100008375942707e-06
9325,8.00006091594696e-07
9326,8.00006091594696e-07
9327,8.00006091594696e-07
9328,8.00006091594696e-07
9329,3.5999983083456755e-06
9330,8.00006091594696e-07
9331,8.00006091594696e-07
9332,3.5999983083456755e-06
9333,8.00006091594696e-07
9334,1.4299992471933365e-05
9335,1.5099998563528061e-05
9336,1.1299998732283711e-05
9337,8.00006091594696e-07
9338,1.4399993233382702e-05
9339,1.5099998563528061e-05
9340,1.0299991117790341e-05
9341,2.600019797682762e-06
9342,1.550000160932541e-05
9343,1.4199991710484028e-05
9344,1.4199991710484028e-05
9345,1.4299992471933365e-05
9346,9.000010322779417e-06
9347,8.600007276982069e-06
9348,8.700008038431406e-06
9349,8.100003469735384e-06
9350,8.700008038431406e-06
9351,8.600007276982069e-06
9352,8.700008038431406e-06
9353,8.600007276982069e-06
9354,8.700008038431406e-06
9355,1.5600002370774746e-05
9356,1.9999861251562834e-06
9357,9.899988071992993e-06
9358,1.7499987734481692e-05
9359,9.499985026195645e-06
9360,1.8000020645558834e-05
9361,1.85999961104244e-05
9362,9.899988071992993e-06
9363,1.4999823179095984e-06
9364,9.000010322779417e-06
9365,1.5300000086426735e-05
9366,1.069999416358769e-05
9367,9.400013368576765e-06
9368,1.819999306462705e-05
9369,2.1400017431005836e-05
9370,1.619997783564031e-05
9371,1.580000389367342e-05
9372,1.650000922381878e-05
9373,1.0700023267418146e-05
9374,8.600007276982069e-06
9375,1.4199991710484028e-05
9376,1.5099998563528061e-05
9377,9.000010322779417e-06
9378,9.69998654909432e-06
9379,3.2999960239976645e-06
9380,1.9999861251562834e-06
9381,9.300012607127428e-06
9382,9.800016414374113e-06
9383,9.200011845678091e-06
9384,1.7700018361210823e-05
9385,1.0499992640689015e-05
9386,1.1800002539530396e-05
9387,3.2999960239976645e-06
9388,1.619997783564031e-05
9389,1.400010660290718e-06
9390,9.599985787644982e-06
9391,9.199982741847634e-06
9392,1.0099989594891667e-05
9393,1.6399979358538985e-05
9394,1.7499987734481692e-05
9395,9.69998654909432e-06
9396,1.600012183189392e-06
9397,9.69998654909432e-06
9398,1.5099998563528061e-05
9399,1.5400000847876072e-05
9400,1.719998545013368e-05
9401,1.6999983927235007e-05
9402,1.550000160932541e-05
9403,1.379998866468668e-05
9404,1.1999800335615873e-06
9405,1.5300000086426735e-05
9406,2.9999937396496534e-06
9407,9.00006853044033e-07
9408,1.5900004655122757e-05
9409,1.5400000847876072e-05
9410,7.099995855242014e-06
9411,9.00006853044033e-07
9412,1.479999627918005e-05
9413,1.5700003132224083e-05
9414,7.199996616691351e-06
9415,8.00006091594696e-07
9416,1.3699987903237343e-05
9417,8.300004992634058e-06
9418,7.00005330145359e-07
9419,8.700008038431406e-06
9420,8.00006091594696e-07
9421,9.400013368576765e-06
9422,5.00003807246685e-07
9423,7.90000194683671e-06
9424,4.00003045797348e-07
9425,2.7999922167509794e-06
9426,4.00003045797348e-07
9427,8.299975888803601e-06
9428,8.600007276982069e-06
9429,8.600007276982069e-06
9430,4.6000059228390455e-06
9431,4.999747034162283e-07
9432,7.700000423938036e-06
9433,5.00003807246685e-07
9434,8.700008038431406e-06
9435,4.3000036384910345e-06
9436,5.00003807246685e-07
9437,7.90000194683671e-06
9438,4.00003045797348e-07
9439,7.700000423938036e-06
9440,8.200004231184721e-06
9441,8.200004231184721e-06
9442,4.0000013541430235e-06
9443,5.00003807246685e-07
9444,7.90000194683671e-06
9445,8.200004231184721e-06
9446,8.499977411702275e-06
9447,2.8999929782003164e-06
9448,4.00003045797348e-07
9449,7.90000194683671e-06
9450,5.00003807246685e-07
9451,8.500006515532732e-06
9452,7.800001185387373e-06
9453,4.999747034162283e-07
9454,7.099995855242014e-06
9455,5.00003807246685e-07
9456,9.000010322779417e-06
9457,6.00004568696022e-07
9458,9.300012607127428e-06
9459,3.0999945010989904e-06
9460,7.00005330145359e-07
9461,2.1000014385208488e-05
9462,8.300004992634058e-06
9463,4.999747034162283e-07
9464,8.69997893460095e-06
9465,8.499977411702275e-06
9466,8.700008038431406e-06
9467,8.700008038431406e-06
9468,4.499976057559252e-06
9469,5.999754648655653e-07
9470,8.90000956133008e-06
9471,8.800008799880743e-06
9472,8.400005754083395e-06
9473,4.5000051613897085e-06
9474,1.800013706088066e-06
9475,9.100011084228754e-06
9476,3.7999998312443495e-06
9477,6.00004568696022e-07
9478,8.90000956133008e-06
9479,8.300004992634058e-06
9480,8.600007276982069e-06
9481,8.300004992634058e-06
9482,1.400010660290718e-06
9483,1.6999838408082724e-06
9484,8.99998121894896e-06
9485,4.00003045797348e-07
9486,6.89999433234334e-06
9487,5.00003807246685e-07
9488,1.069999416358769e-05
9489,3.4999975468963385e-06
9490,1.9000144675374031e-06
9491,9.99998883344233e-06
9492,9.500014130026102e-06
9493,8.500006515532732e-06
9494,1.71000137925148e-05
9495,1.0899995686486363e-05
9496,8.69997893460095e-06
9497,7.90000194683671e-06
9498,4.00003045797348e-07
9499,8.700008038431406e-06
9500,8.700008038431406e-06
9501,8.400005754083395e-06
9502,8.400005754083395e-06
9503,8.500006515532732e-06
9504,3.6999990697950125e-06
9505,3.999739419668913e-07
9506,9.599985787644982e-06
9507,4.999747034162283e-07
9508,8.600007276982069e-06
9509,8.90000956133008e-06
9510,6.00004568696022e-07
9511,4.1000021155923605e-06
9512,3.999739419668913e-07
9513,6.699992809444666e-06
9514,4.00003045797348e-07
9515,8.800008799880743e-06
9516,8.69997893460095e-06
9517,8.400005754083395e-06
9518,8.400005754083395e-06
9519,2.5999906938523054e-06
9520,4.00003045797348e-07
9521,8.90000956133008e-06
9522,2.800021320581436e-06
9523,5.00003807246685e-07
9524,8.500006515532732e-06
9525,8.600007276982069e-06
9526,8.600007276982069e-06
9527,4.699977580457926e-06
9528,4.999747034162283e-07
9529,8.500006515532732e-06
9530,8.500006515532732e-06
9531,8.700008038431406e-06
9532,8.600007276982069e-06
9533,8.500006515532732e-06
9534,3.100023604929447e-06
9535,5.00003807246685e-07
9536,8.500006515532732e-06
9537,9.000010322779417e-06
9538,9.400013368576765e-06
9539,9.500014130026102e-06
9540,8.800008799880743e-06
9541,8.800008799880743e-06
9542,9.100011084228754e-06
9543,8.299975888803601e-06
9544,2.8999929782003164e-06
9545,5.00003807246685e-07
9546,8.800008799880743e-06
9547,8.800008799880743e-06
9548,8.400005754083395e-06
9549,8.69997893460095e-06
9550,8.100003469735384e-06
9551,8.300004992634058e-06
9552,8.90000956133008e-06
9553,8.800008799880743e-06
9554,8.90000956133008e-06
9555,8.200004231184721e-06
9556,8.99998121894896e-06
9557,8.90000956133008e-06
9558,4.1000021155923605e-06
9559,4.999747034162283e-07
9560,9.199982741847634e-06
9561,8.700008038431406e-06
9562,8.000002708286047e-06
9563,5.00003807246685e-07
9564,8.90000956133008e-06
9565,9.000010322779417e-06
9566,8.90000956133008e-06
9567,1.7400016076862812e-05
9568,9.00006853044033e-07
9569,8.400005754083395e-06
9570,8.000002708286047e-06
9571,8.700008038431406e-06
9572,8.300004992634058e-06
9573,8.300004992634058e-06
9574,8.599978173151612e-06
9575,2.8999929782003164e-06
9576,5.00003807246685e-07
9577,7.90000194683671e-06
9578,7.599999662488699e-06
9579,1.5900004655122757e-05
9580,9.199982741847634e-06
9581,1.6200006939470768e-05
9582,1.2300006346777081e-05
9583,8.90000956133008e-06
9584,8.600007276982069e-06
9585,7.800001185387373e-06
9586,8.800008799880743e-06
9587,7.700000423938036e-06
9588,8.200004231184721e-06
9589,7.90000194683671e-06
9590,8.400005754083395e-06
9591,8.599978173151612e-06
9592,8.599978173151612e-06
9593,8.700008038431406e-06
9594,3.6999990697950125e-06
9595,4.00003045797348e-07
9596,8.000002708286047e-06
9597,8.800008799880743e-06
9598,1.100008375942707e-06
9599,5.00003807246685e-07
9600,8.100003469735384e-06
9601,8.69997893460095e-06
9602,8.399976650252938e-06
9603,8.90000956133008e-06
9604,8.100003469735384e-06
9605,8.800008799880743e-06
9606,8.700008038431406e-06
9607,8.300004992634058e-06
9608,8.500006515532732e-06
9609,1.5400000847876072e-05
9610,8.90000956133008e-06
9611,8.300004992634058e-06
9612,8.600007276982069e-06
9613,9.100011084228754e-06
9614,8.800008799880743e-06
9615,8.700008038431406e-06
9616,1.5699974028393626e-05
9617,1.5199999324977398e-05
9618,2.400018274784088e-06
9619,5.00003807246685e-07
9620,1.7499987734481692e-05
9621,1.5999976312741637e-05
9622,1.8499995348975062e-05
9623,9.599985787644982e-06
9624,9.000010322779417e-06
9625,1.479999627918005e-05
9626,1.0499992640689015e-05
9627,9.199982741847634e-06
9628,1.7400016076862812e-05
9629,2.9600021662190557e-05
9630,1.550000160932541e-05
9631,2.3500004317611456e-05
9632,1.7999991541728377e-05
9633,8.90000956133008e-06
9634,1.7999846022576094e-06
9635,3.7999998312443495e-06
9636,1.6700010746717453e-05
9637,1.6400008462369442e-05
9638,1.00000761449337e-06
9639,1.6700010746717453e-05
9640,1.6300007700920105e-05
9641,1.5300000086426735e-05
9642,1.3200013199821115e-05
9643,1.4599994756281376e-05
9644,1.4999997802078724e-05
9645,1.5099998563528061e-05
9646,1.4299992471933365e-05
9647,1.4899997040629387e-05
9648,1.5099998563528061e-05
9649,1.5099998563528061e-05
9650,1.5199999324977398e-05
9651,1.3899989426136017e-05
9652,1.4499993994832039e-05
9653,1.500002690590918e-05
9654,1.4699995517730713e-05
9655,1.4199991710484028e-05
9656,1.3399985618889332e-05
9657,1.479999627918005e-05
9658,1.4699995517730713e-05
9659,1.4599994756281376e-05
9660,8.799979696050286e-06
9661,8.799979696050286e-06
9662,8.499977411702275e-06
9663,9.400013368576765e-06
9664,8.599978173151612e-06
9665,8.400005754083395e-06
9666,8.600007276982069e-06
9667,8.800008799880743e-06
9668,7.90000194683671e-06
9669,8.90000956133008e-06
9670,8.700008038431406e-06
9671,8.500006515532732e-06
9672,1.0099989594891667e-05
9673,9.800016414374113e-06
9674,9.600014891475439e-06
9675,9.000010322779417e-06
9676,8.600007276982069e-06
9677,8.500006515532732e-06
9678,1.400010660290718e-06
9679,6.00004568696022e-07
9680,8.799979696050286e-06
9681,8.500006515532732e-06
9682,8.399976650252938e-06
9683,7.700000423938036e-06
9684,8.400005754083395e-06
9685,9.399984264746308e-06
9686,8.400005754083395e-06
9687,1.5999830793589354e-06
9688,6.00004568696022e-07
9689,9.300012607127428e-06
9690,8.99998121894896e-06
9691,8.799979696050286e-06
9692,8.599978173151612e-06
9693,8.899980457499623e-06
9694,8.100003469735384e-06
9695,8.400005754083395e-06
9696,9.000010322779417e-06
9697,7.800001185387373e-06
9698,8.100003469735384e-06
9699,8.600007276982069e-06
9700,4.0000013541430235e-06
9701,4.999747034162283e-07
9702,8.000002708286047e-06
9703,8.500006515532732e-06
9704,8.400005754083395e-06
9705,8.799979696050286e-06
9706,8.499977411702275e-06
9707,8.300004992634058e-06
9708,8.500006515532732e-06
9709,8.100003469735384e-06
9710,8.69997893460095e-06
9711,8.600007276982069e-06
9712,8.400005754083395e-06
9713,8.500006515532732e-06
9714,1.00000761449337e-06
9715,5.00003807246685e-07
9716,8.500006515532732e-06
9717,8.200004231184721e-06
9718,7.499998901039362e-06
9719,8.600007276982069e-06
9720,8.000002708286047e-06
9721,8.899980457499623e-06
9722,8.799979696050286e-06
9723,8.800008799880743e-06
9724,8.300004992634058e-06
9725,8.200004231184721e-06
9726,8.499977411702275e-06
9727,8.599978173151612e-06
9728,8.599978173151612e-06
9729,8.199975127354264e-06
9730,8.700008038431406e-06
9731,8.500006515532732e-06
9732,8.600007276982069e-06
9733,9.000010322779417e-06
9734,5.00003807246685e-07
9735,8.499977411702275e-06
9736,9.000010322779417e-06
9737,8.800008799880743e-06
9738,3.9000005926936865e-06
9739,5.00003807246685e-07
9740,8.500006515532732e-06
9741,8.800008799880743e-06
9742,8.600007276982069e-06
9743,4.0000013541430235e-06
9744,5.00003807246685e-07
9745,8.700008038431406e-06
9746,8.700008038431406e-06
9747,8.899980457499623e-06
9748,8.599978173151612e-06
9749,8.99998121894896e-06
9750,3.6999990697950125e-06
9751,4.00003045797348e-07
9752,8.700008038431406e-06
9753,8.300004992634058e-06
9754,8.599978173151612e-06
9755,8.499977411702275e-06
9756,8.400005754083395e-06
9757,1.9000144675374031e-06
9758,4.00003045797348e-07
9759,8.700008038431406e-06
9760,8.69997893460095e-06
9761,1.200000406242907e-05
9762,8.799979696050286e-06
9763,8.599978173151612e-06
9764,8.899980457499623e-06
9765,9.000010322779417e-06
9766,5.999754648655653e-07
9767,8.799979696050286e-06
9768,8.599978173151612e-06
9769,8.700008038431406e-06
9770,8.200004231184721e-06
9771,4.3000036384910345e-06
9772,5.00003807246685e-07
9773,8.200004231184721e-06
9774,8.799979696050286e-06
9775,3.999739419668913e-07
9776,8.69997893460095e-06
9777,1.600012183189392e-06
9778,2.4999986635521054e-05
9779,1.71000137925148e-05
9780,1.6900012269616127e-05
9781,5.80001506023109e-06
9782,1.00000761449337e-06
9783,8.700008038431406e-06
9784,9.199982741847634e-06
9785,1.6200006939470768e-05
9786,1.4999823179095984e-06
9787,1.580000389367342e-05
9788,1.0199990356341004e-05
9789,7.499998901039362e-06
9790,2.1999876480549574e-06
9791,8.00006091594696e-07
9792,8.800008799880743e-06
9793,8.400005754083395e-06
9794,4.7000066842883825e-06
9795,5.00003807246685e-07
9796,8.700008038431406e-06
9797,8.800008799880743e-06
9798,1.1500000255182385e-05
9799,3.3999967854470015e-06
9800,4.999747034162283e-07
9801,8.700008038431406e-06
9802,1.4999823179095984e-06
9803,5.00003807246685e-07
9804,8.100003469735384e-06
9805,8.600007276982069e-06
9806,8.499977411702275e-06
9807,8.400005754083395e-06
9808,9.000010322779417e-06
9809,8.299975888803601e-06
9810,8.700008038431406e-06
9811,7.90000194683671e-06
9812,8.200004231184721e-06
9813,2.2999884095042944e-06
9814,5.00003807246685e-07
9815,8.90000956133008e-06
9816,8.899980457499623e-06
9817,8.100003469735384e-06
9818,7.700000423938036e-06
9819,1.6300007700920105e-05
9820,1.650000922381878e-05
9821,1.09999964479357e-05
9822,9.799987310543656e-06
9823,8.200004231184721e-06
9824,8.00006091594696e-07
9825,8.100003469735384e-06
9826,8.69997893460095e-06
9827,8.600007276982069e-06
9828,9.099981980398297e-06
9829,1.0199990356341004e-05
9830,7.800001185387373e-06
9831,8.300004992634058e-06
9832,6.699992809444666e-06
9833,6.999762263149023e-07
9834,8.899980457499623e-06
9835,8.500006515532732e-06
9836,8.400005754083395e-06
9837,6.89999433234334e-06
9838,5.00003807246685e-07
9839,5.00003807246685e-07
9840,5.00003807246685e-07
9841,5.00003807246685e-07
9842,2.1999876480549574e-06
9843,5.00003807246685e-07
9844,4.00003045797348e-07
9845,4.00003045797348e-07
9846,4.00003045797348e-07
9847,1.9000144675374031e-06
9848,4.00003045797348e-07
9849,5.00003807246685e-07
9850,3.6999990697950125e-06
9851,9.00006853044033e-07
9852,9.500014130026102e-06
9853,8.69997893460095e-06
9854,1.7299986211583018e-05
9855,8.600007276982069e-06
9856,8.700008038431406e-06
9857,8.700008038431406e-06
9858,8.600007276982069e-06
9859,1.610000617802143e-05
9860,9.600014891475439e-06
9861,8.799979696050286e-06
9862,7.800001185387373e-06
9863,8.399976650252938e-06
9864,9.499985026195645e-06
9865,8.800008799880743e-06
9866,8.500006515532732e-06
9867,9.90001717582345e-06
9868,8.600007276982069e-06
9869,8.200004231184721e-06
9870,8.800008799880743e-06
9871,8.300004992634058e-06
9872,1.470002462156117e-05
9873,1.4499993994832039e-05
9874,1.170000177808106e-05
9875,9.999785106629133e-07
9876,1.5099998563528061e-05
9877,1.5300000086426735e-05
9878,1.3999990187585354e-05
9879,9.00006853044033e-07
9880,1.479999627918005e-05
9881,1.309998333454132e-05
9882,1.4299992471933365e-05
9883,1.4899997040629387e-05
9884,1.479999627918005e-05
9885,1.5099998563528061e-05
9886,5.999987479299307e-06
9887,8.00006091594696e-07
9888,1.5199999324977398e-05
9889,1.6499980119988322e-05
9890,1.0200019460171461e-05
9891,1.5300000086426735e-05
9892,1.4499993994832039e-05
9893,1.4999997802078724e-05
9894,1.0100018698722124e-05
9895,8.00006091594696e-07
9896,1.5099998563528061e-05
9897,1.4099990949034691e-05
9898,1.5499972505494952e-05
9899,1.400001929141581e-05
9900,1.5600002370774746e-05
9901,9.100011084228754e-06
9902,8.000002708286047e-06
9903,7.90000194683671e-06
9904,8.700008038431406e-06
9905,5.00003807246685e-07
9906,8.299975888803601e-06
9907,8.599978173151612e-06
9908,8.600007276982069e-06
9909,8.700008038431406e-06
9910,8.400005754083395e-06
9911,8.800008799880743e-06
9912,8.400005754083395e-06
9913,8.100003469735384e-06
9914,2.1999876480549574e-06
9915,4.00003045797348e-07
9916,8.200004231184721e-06
9917,2.5299988919869065e-05
9918,9.600014891475439e-06
9919,8.500006515532732e-06
9920,1.5099998563528061e-05
9921,8.600007276982069e-06
9922,1.400010660290718e-06
9923,5.00003807246685e-07
9924,2.100015990436077e-06
9925,5.00003807246685e-07
9926,5.1000097300857306e-06
9927,5.00003807246685e-07
9928,4.7000066842883825e-06
9929,4.00003045797348e-07
9930,8.400005754083395e-06
9931,8.600007276982069e-06
9932,8.000002708286047e-06
9933,8.100003469735384e-06
9934,8.399976650252938e-06
9935,8.000002708286047e-06
9936,8.100003469735384e-06
9937,8.099974365904927e-06
9938,1.0600022505968809e-05
9939,8.90000956133008e-06
9940,8.700008038431406e-06
9941,8.399976650252938e-06
9942,8.300004992634058e-06
9943,8.800008799880743e-06
9944,8.799979696050286e-06
9945,8.99998121894896e-06
9946,8.599978173151612e-06
9947,8.499977411702275e-06
9948,5.00003807246685e-07
9949,8.400005754083395e-06
9950,9.000010322779417e-06
9951,8.90000956133008e-06
9952,8.400005754083395e-06
9953,2.5999906938523054e-06
9954,5.00003807246685e-07
9955,8.700008038431406e-06
9956,7.90000194683671e-06
9957,7.90000194683671e-06
9958,8.300004992634058e-06
9959,8.200004231184721e-06
9960,1.689998316578567e-05
9961,4.159999662078917e-05
9962,1.5099998563528061e-05
9963,1.5900004655122757e-05
9964,1.5799974789842963e-05
9965,1.4199991710484028e-05
9966,1.5300000086426735e-05
9967,1.5099998563528061e-05
9968,1.479999627918005e-05
9969,1.3400014722719789e-05
9970,1.479999627918005e-05
9971,1.2600008631125093e-05
9972,1.58999755512923e-05
9973,1.4200020814314485e-05
9974,2.5999906938523054e-06
9975,1.800013706088066e-06
9976,9.399984264746308e-06
9977,8.400005754083395e-06
9978,1.550000160932541e-05
9979,1.0399991879239678e-05
9980,1.0599993402138352e-05
9981,9.400013368576765e-06
9982,9.299983503296971e-06
9983,1.580000389367342e-05
