Units Processed,Time (s)
1000,0.0009942000033333898
2000,0.0009609000117052346
3000,0.0009905000042635947
4000,0.0013947999977972358
5000,0.0010018000029958785
6000,0.0009747000003699213
7000,0.0009218000050168484
8000,0.0009360999974887818
9000,0.0008969999908003956
10000,0.0009397999965585768
11000,0.0012573999993037432
12000,0.0013184999988880008
13000,0.000877000013133511
14000,0.000887200003489852
15000,0.0009275000193156302
16000,0.000933499977691099
17000,0.0009300000092480332
18000,0.0008907000010367483
19000,0.000972100009676069
20000,0.0008792000007815659
21000,0.0016372999816667289
22000,0.0010574999905657023
23000,0.0009024000028148293
24000,0.0008591999940108508
25000,0.0008812999876681715
26000,0.0009489000076428056
27000,0.0008996000105980784
28000,0.0009182999783661216
29000,0.0008673999982420355
30000,0.0008581000147387385
31000,0.001045399985741824
32000,0.0014823999954387546
33000,0.0008616999839432538
34000,0.001406499999575317
35000,0.0014745999942533672
36000,0.0016116999904625118
37000,0.001531900023110211
38000,0.001552900008391589
39000,0.0012104999914299697
40000,0.0008610999793745577
41000,0.000835299986647442
42000,0.0008764000085648149
43000,0.0008845999836921692
44000,0.0009253000025637448
45000,0.0009188999829348177
46000,0.0008953000069595873
47000,0.0016201999969780445
48000,0.0013069999986328185
49000,0.001330800005234778
50000,0.0008818999922368675
51000,0.0008743999933358282
52000,0.0009206999966409057
53000,0.0009205999958794564
54000,0.000895500008482486
55000,0.0008694999851286411
56000,0.0008888999873306602
57000,0.0008944000001065433
58000,0.000973699992755428
59000,0.0009119000169448555
60000,0.00083710000035353
61000,0.0008664999913889915
62000,0.000975500006461516
63000,0.0008472000190522522
64000,0.000905699998838827
65000,0.0008808999846223742
66000,0.0008917000086512417
67000,0.0008690999820828438
68000,0.0008824000251479447
69000,0.0009717999782878906
70000,0.001011299988022074
71000,0.0008931999909691513
72000,0.0008709999965503812
73000,0.0008947000023908913
74000,0.0008655000128783286
75000,0.000890900002559647
76000,0.0008432000176981091
77000,0.0008492999768350273
78000,0.0009111000108532608
79000,0.0010989999864250422
80000,0.0011770999990403652
81000,0.000908799993339926
82000,0.000822000001790002
83000,0.0008854999905452132
84000,0.0009125000215135515
85000,0.0013187999720685184
86000,0.00111119999201037
87000,0.0009485000045970082
88000,0.0009070000087376684
89000,0.000918399979127571
90000,0.0008806999830994755
91000,0.0008577000116929412
92000,0.0008741999918129295
93000,0.0008847999852150679
94000,0.0009459999855607748
95000,0.001435499987564981
96000,0.0008454000053461641
97000,0.0008491000044159591
98000,0.0008567000040784478
99000,0.0008613000100012869
100000,0.0009502999891992658
101000,0.0008822999952826649
102000,0.0008667999936733395
103000,0.0008830000006128103
104000,0.0009372999775223434
105000,0.0014919999812263995
106000,0.0013749999925494194
107000,0.001363199990009889
108000,0.0015631999995093793
109000,0.0016293999797198921
110000,0.001137999992351979
111000,0.0009338000090792775
112000,0.0009184000082314014
113000,0.0009402000287082046
114000,0.00115709999226965
115000,0.0010615999926812947
116000,0.0012678000202868134
117000,0.0010087999980896711
118000,0.0012281000090297312
119000,0.0008883000118657947
120000,0.0008501999836880714
121000,0.001140400010626763
122000,0.0009657999908085912
123000,0.0010861999762710184
124000,0.0009222999797202647
125000,0.0008390000148210675
126000,0.0008246999932453036
127000,0.0009751000034157187
128000,0.0009385000157635659
129000,0.001034899993101135
130000,0.0009307999862357974
131000,0.000910000002477318
132000,0.0010254000080749393
133000,0.0009809000184759498
134000,0.0009166999952867627
135000,0.0009308999869972467
136000,0.0008974000229500234
137000,0.0008723000064492226
138000,0.001655400003073737
139000,0.0008160000143107027
140000,0.0010643999848980457
141000,0.000918099976843223
142000,0.0013120000076014549
143000,0.0008574999810662121
144000,0.0008761000062804669
145000,0.0008783999946899712
146000,0.0008627000206615776
147000,0.0012738999794237316
148000,0.0015663999947719276
149000,0.0008664000197313726
150000,0.0008978999976534396
151000,0.0008762000070419163
152000,0.000969300017459318
153000,0.0013149000005796552
154000,0.0008283000206574798
155000,0.0008957999816630036
156000,0.0014959999825805426
157000,0.000972700014244765
158000,0.0009410000056959689
159000,0.0009206999966409057
160000,0.00098079998861067
161000,0.000957600015681237
162000,0.0009304999839514494
163000,0.0010025000083260238
164000,0.0009845000167842954
165000,0.0009015000250656158
166000,0.0009338999807368964
167000,0.0009489000076428056
168000,0.00100299998302944
169000,0.0009233000164385885
170000,0.0009793999779503793
171000,0.0008886000141501427
172000,0.0011201000015717
173000,0.0011439000081736594
174000,0.0009447000047657639
175000,0.0011563000152818859
176000,0.0015036000113468617
177000,0.001247100008185953
178000,0.0009228999842889607
179000,0.0010876000160351396
180000,0.0010418999881949276
181000,0.0009021000005304813
182000,0.0015602999774273485
183000,0.0008411000017076731
184000,0.0011029000161215663
185000,0.0010963999957311898
186000,0.0008809999853838235
187000,0.0009925000194925815
188000,0.0010031999845523387
189000,0.0009591999987605959
190000,0.0009185000089928508
191000,0.00090079999063164
192000,0.0008971000206656754
193000,0.000966899999184534
194000,0.0009486000053584576
195000,0.000900499988347292
196000,0.0008645000052638352
197000,0.0009344999853055924
198000,0.0009512999968137592
199000,0.0009375000081490725
200000,0.0008675999997649342
201000,0.0009055999980773777
202000,0.0009233999880962074
203000,0.0008713999995961785
204000,0.0008691000111866742
205000,0.0008954000077210367
206000,0.0008930999902077019
207000,0.0008754000009503216
208000,0.0009084000193979591
209000,0.0009372000058647245
210000,0.0012882000009994954
211000,0.0015708999999333173
212000,0.001086099975509569
213000,0.0009578999888617545
214000,0.0009669999999459833
215000,0.0008415000047534704
216000,0.0008188000065274537
217000,0.0008598999993409961
218000,0.0008542999858036637
219000,0.0009334000060334802
220000,0.0009370000043418258
221000,0.0008891000179573894
222000,0.0008567999757360667
223000,0.0008365999965462834
224000,0.0009206999966409057
225000,0.000957300013396889
226000,0.0010611999896354973
227000,0.0008647000067867339
228000,0.000892700016265735
229000,0.0013763000024482608
230000,0.001414500002283603
231000,0.00091559998691082
232000,0.0009349000174552202
233000,0.0010173000046052039
234000,0.0014766999811399728
235000,0.0012888000055681914
236000,0.0008751999994274229
237000,0.0010167000000365078
238000,0.0009279999940190464
239000,0.0012220999924466014
240000,0.0009883000166155398
241000,0.0008684999775141478
242000,0.0009331000037491322
243000,0.0009806000161916018
244000,0.0010981999803334475
245000,0.0009489000076428056
246000,0.0008770999847911298
247000,0.0009214000019710511
248000,0.0013792999961879104
249000,0.0012360999826341867
250000,0.0008944000001065433
251000,0.0008917000086512417
252000,0.0009147999808192253
253000,0.001284400001168251
254000,0.0009037999843712896
255000,0.0008560999995097518
256000,0.0008034000056795776
257000,0.000894600001629442
258000,0.0009360000258311629
259000,0.0008779999916441739
260000,0.0009197000181302428
261000,0.0009221999789588153
